Player,PlayerID,URLs,Pos,Age,Tm,G,GS,MP,MP/G,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G,PER,OWS,DWS,WS,WS/48,atTwitter,twitter
Nik Stauskas,\stausni01,http://www.basketball-reference.com/players/s/stausni01.html,SG,23,PHI,76,27,2079,27.4,3.1,7.8,0.398,1.6,4.4,0.368,1.5,3.4,0.438,0.503,1.4,1.8,0.803,0.3,2.6,2.8,2.3,0.6,0.4,1.6,1.8,9.3,8.9,0,1.3,1.3,0.03,@NStauskas11,NStauskas11
Lance Stephenson,\stephla01,http://www.basketball-reference.com/players/s/stephla01.html,SG,26,TOT,14,0,272,19.4,3.1,6.6,0.462,0.2,1.1,0.2,2.9,5.6,0.513,0.478,0.4,0.7,0.6,0.2,2.1,2.4,2.9,0.2,0.1,1.2,1.9,6.8,9.1,-0.1,0.1,0.1,0.009,@StephensonLance,StephensonLance
Lance Stephenson,\stephla01,http://www.basketball-reference.com/players/s/stephla01.html,SG,26,NOP,6,0,162,27,4.3,9.2,0.473,0.2,1.7,0.1,4.2,7.5,0.556,0.482,0.8,1.3,0.625,0.5,2.5,3,4.8,0.3,0.2,1.8,3,9.7,10.3,0,0.1,0.1,0.03,@StephensonLance,StephensonLance
Lance Stephenson,\stephla01,http://www.basketball-reference.com/players/s/stephla01.html,SG,26,MIN,6,0,67,11.2,1.7,3.5,0.476,0,0.3,0,1.7,3.2,0.526,0.476,0.2,0.3,0.5,0,1.7,1.7,0.8,0,0,0.7,0.3,3.5,6.6,-0.1,0,-0.1,-0.043,@StephensonLance,StephensonLance
Lance Stephenson,\stephla01,http://www.basketball-reference.com/players/s/stephla01.html,SG,26,IND,2,0,43,21.5,3.5,8.5,0.412,1,1.5,0.667,2.5,7,0.357,0.471,0,0,NA,0,2.5,2.5,3,0.5,0,1,3.5,8,8.3,0,0,0,0.012,@StephensonLance,StephensonLance
Jarnell Stokes,\stokeja01,http://www.basketball-reference.com/players/s/stokeja01.html,PF,23,DEN,2,0,7,3.5,0.5,0.5,1,0,0,NA,0.5,0.5,1,1,0.5,1,0.5,0.5,0.5,1,1,0.5,0,0,1.5,1.5,31.6,0.1,0,0.1,0.476,@JarnellStokes,JarnellStokes
Diamond Stone,\stonedi01,http://www.basketball-reference.com/players/s/stonedi01.html,C,19,LAC,7,0,24,3.4,0.4,1.9,0.231,0,0,NA,0.4,1.9,0.231,0.231,0.6,0.6,1,0.1,0.7,0.9,0,0,0.1,0.3,0.7,1.4,-1.2,-0.1,0,-0.1,-0.213,@Diamond_Stone33,Diamond_Stone33
Rodney Stuckey,\stuckro01,http://www.basketball-reference.com/players/s/stuckro01.html,PG,30,IND,39,0,696,17.8,2.3,6.3,0.373,0.5,1.5,0.317,1.8,4.7,0.391,0.412,2.1,2.7,0.748,0.2,2,2.2,2.2,0.4,0,1.4,1.1,7.2,9.5,-0.5,0.4,-0.1,-0.008,NA,NA
Jared Sullinger,\sullija01,http://www.basketball-reference.com/players/s/sullija01.html,PF,24,TOR,11,1,118,10.7,1.4,4.4,0.313,0.3,1.6,0.167,1.1,2.7,0.4,0.344,0.4,0.7,0.5,0.9,1.5,2.5,0.3,0.4,0.1,0.4,1.5,3.4,5.6,-0.2,0.1,-0.1,-0.042,@Jared_Sully0,Jared_Sully0
Walter Tavares,\tavarwa01,http://www.basketball-reference.com/players/t/tavarwa01.html,C,24,ATL,1,0,4,4,1,1,1,0,0,NA,1,1,1,1,0,2,0,0,1,1,0,0,0,0,0,2,13.1,0,0,0,-0.046,@waltertavares22,waltertavares22
Isaiah Taylor,\taylois01,http://www.basketball-reference.com/players/t/taylois01.html,PG,22,HOU,1,0,15,15,1,3,0.333,0,1,0,1,2,0.5,0.333,1,2,0.5,0,1,1,0,1,1,0,2,3,6.1,0,0,0,0.032,@Zay_Ctmd11,Zay_Ctmd11
Jeff Teague,\teaguje01,http://www.basketball-reference.com/players/t/teaguje01.html,PG,28,IND,78,78,2532,32.5,4.9,11.1,0.442,1.1,3.1,0.365,3.8,8,0.472,0.493,4.4,5,0.87,0.4,3.7,4.1,7.8,1.2,0.4,2.7,2.1,15.3,19.2,5.3,2.3,7.5,0.143,@Teague0,Teague0
Mirza Teletovic,\teletmi01,http://www.basketball-reference.com/players/t/teletmi01.html,PF,31,MIL,66,2,1045,15.8,2.2,5.9,0.376,1.5,4.3,0.343,0.8,1.6,0.463,0.5,0.5,0.7,0.767,0.2,2.1,2.3,0.7,0.2,0.2,0.5,1.5,6.4,9,0,0.6,0.5,0.025,@Teletovic33,Teletovic33
Garrett Temple,\templga01,http://www.basketball-reference.com/players/t/templga01.html,SG,30,SAC,63,19,1665,26.4,2.8,6.5,0.422,1.2,3.3,0.367,1.5,3.2,0.48,0.516,0.9,1.2,0.784,0.5,2.3,2.8,2.6,1.3,0.4,1.2,2.2,7.7,11,0.8,1.3,2.1,0.06,@GTemp14,GTemp14
Jason Terry,\terryja01,http://www.basketball-reference.com/players/t/terryja01.html,SG,39,MIL,70,0,1297,18.5,1.4,3.2,0.419,0.9,2.3,0.41,0.4,0.9,0.439,0.564,0.3,0.4,0.828,0.2,1.2,1.4,1.3,0.6,0.3,0.5,1.3,4,8.7,1.1,0.8,1.9,0.069,@jasonterry31,jasonterry31
Isaiah Thomas,\thomais02,http://www.basketball-reference.com/players/t/thomais02.html,PG,27,BOS,72,72,2447,34,9,19.5,0.463,3.2,8.5,0.38,5.8,11,0.527,0.546,7.8,8.6,0.911,0.5,2.1,2.6,5.9,0.9,0.1,2.7,2.2,29.1,26.5,10.5,1.5,12.1,0.237,@Isaiah_Thomas,Isaiah_Thomas
Lance Thomas,\thomala01,http://www.basketball-reference.com/players/t/thomala01.html,PF,28,NYK,46,15,968,21,2.1,5.3,0.398,0.8,1.8,0.447,1.3,3.5,0.371,0.475,0.9,1.1,0.843,0.7,2.4,3.1,0.8,0.5,0.1,0.5,1.8,6,8.4,0.6,0.4,1,0.047,@MrLance42,MrLance42
Hollis Thompson,\thompho01,http://www.basketball-reference.com/players/t/thompho01.html,SG,25,TOT,40,9,752,18.8,1.9,5,0.385,0.8,2.4,0.337,1.1,2.6,0.429,0.465,0.5,0.7,0.655,0.5,2.3,2.8,0.9,0.5,0.2,0.3,1.7,5.1,7.9,0.1,0.6,0.7,0.047,NA,NA
Hollis Thompson,\thompho01,http://www.basketball-reference.com/players/t/thompho01.html,SG,25,PHI,31,1,561,18.1,2.1,5.1,0.415,0.8,2.3,0.366,1.3,2.8,0.455,0.497,0.4,0.6,0.65,0.5,2.2,2.7,0.8,0.5,0.2,0.3,1.8,5.5,8.9,0.3,0.4,0.7,0.06,NA,NA
Hollis Thompson,\thompho01,http://www.basketball-reference.com/players/t/thompho01.html,SG,25,NOP,9,8,191,21.2,1.2,4.6,0.268,0.7,2.7,0.25,0.6,1.9,0.294,0.341,0.7,1,0.667,0.4,2.7,3.1,1,0.7,0,0.2,1.6,3.8,4.7,-0.1,0.2,0,0.009,NA,NA
Klay Thompson,\thompkl01,http://www.basketball-reference.com/players/t/thompkl01.html,SG,26,GSW,76,76,2596,34.2,8.4,17.7,0.471,3.5,8.3,0.417,4.9,9.4,0.519,0.569,2.3,2.7,0.85,0.6,3.1,3.7,2.1,0.8,0.5,1.7,1.8,22.5,17.4,4,2.8,6.9,0.127,@KlayThompson,KlayThompson
Tristan Thompson,\thomptr01,http://www.basketball-reference.com/players/t/thomptr01.html,C,25,CLE,77,77,2318,30.1,3.3,5.6,0.596,0,0,0,3.3,5.6,0.6,0.596,1.4,2.7,0.502,3.7,5.6,9.3,1,0.5,1.1,0.8,2.3,8.1,15.2,4.9,2.3,7.3,0.15,@RealTristan13,RealTristan13
Marcus Thornton,\thornma01,http://www.basketball-reference.com/players/t/thornma01.html,SG,29,WAS,33,1,575,17.4,2.5,6.4,0.4,0.8,2.4,0.35,1.7,3.9,0.431,0.467,0.7,0.8,0.852,0.7,1.6,2.3,1.2,0.6,0.1,0.8,1.5,6.6,10.3,0.1,0.4,0.5,0.041,@OfficialMT23,OfficialMT23
Mike Tobey,\tobeymi01,http://www.basketball-reference.com/players/t/tobeymi01.html,C,22,CHO,2,0,25,12.5,0.5,2,0.25,0,0,NA,0.5,2,0.25,0.25,0,0,NA,1,0.5,1.5,0.5,0,0,0.5,1,1,-0.1,0,0,0,-0.069,@miketobey10,miketobey10
Anthony Tolliver,\tollian01,http://www.basketball-reference.com/players/t/tollian01.html,PF,31,SAC,62,9,1416,22.8,2.4,5.5,0.445,1.4,3.5,0.4,1,1.9,0.529,0.575,0.8,1.1,0.739,0.8,2.9,3.7,1.1,0.5,0.3,0.9,1.7,7.1,11.1,1.4,0.8,2.2,0.074,@ATolliver44,ATolliver44
Axel Toupane,\toupaax01,http://www.basketball-reference.com/players/t/toupaax01.html,SF,24,MIL,2,0,6,3,0,0.5,0,0,0.5,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0.5,0,-9.9,0,0,0,-0.193,NA,NA
Karl-Anthony Towns,\townska01,http://www.basketball-reference.com/players/t/townska01.html,C,21,MIN,77,77,2842,36.9,9.6,18,0.537,1.2,3.3,0.357,8.5,14.6,0.578,0.57,4.3,5.2,0.829,3.6,8.4,12,2.7,0.7,1.3,2.6,2.9,24.8,25.5,8.9,2.7,11.5,0.195,@KarlTowns,KarlTowns
P.J. Tucker,\tuckepj01,http://www.basketball-reference.com/players/t/tuckepj01.html,SF,31,TOT,78,21,2176,27.9,2.5,6.1,0.416,0.9,2.4,0.358,1.7,3.6,0.456,0.488,0.9,1.2,0.769,1.5,4.4,5.9,1.2,1.4,0.2,0.8,2.4,6.8,10.6,1.4,2.1,3.5,0.077,NA,NA
P.J. Tucker,\tuckepj01,http://www.basketball-reference.com/players/t/tuckepj01.html,SF,31,PHO,57,17,1627,28.5,2.6,6.2,0.415,0.8,2.4,0.338,1.8,3.8,0.463,0.48,1.1,1.4,0.792,1.6,4.4,6,1.3,1.5,0.2,0.9,2.5,7,10.6,1,1.4,2.4,0.07,NA,NA
P.J. Tucker,\tuckepj01,http://www.basketball-reference.com/players/t/tuckepj01.html,SF,31,TOR,21,4,549,26.1,2.4,5.7,0.42,1,2.6,0.407,1.3,3.1,0.431,0.513,0.4,0.7,0.643,1,4.4,5.4,1.1,1.3,0.2,0.7,2.1,6.2,10.8,0.4,0.7,1.1,0.099,NA,NA
Evan Turner,\turneev01,http://www.basketball-reference.com/players/t/turneev01.html,SG,28,POR,61,10,1554,25.5,3.6,8.4,0.426,0.5,1.9,0.265,3.1,6.6,0.471,0.455,1.3,1.6,0.833,0.6,3.2,3.7,3.1,0.8,0.4,1.5,1.8,9,11.5,0.1,1.1,1.1,0.035,@thekidet,thekidet
Myles Turner,\turnemy01,http://www.basketball-reference.com/players/t/turnemy01.html,C,20,IND,77,77,2424,31.5,5.4,10.7,0.505,0.5,1.5,0.342,4.9,9.3,0.532,0.529,3,3.7,0.804,1.7,5.5,7.1,1.3,0.9,2.1,1.3,3.2,14.3,18,3.9,3.4,7.2,0.143,@Original_Turner,Original_Turner
Beno Udrih,\udrihbe01,http://www.basketball-reference.com/players/u/udrihbe01.html,PG,34,DET,37,0,520,14.1,2.3,4.9,0.464,0.3,0.8,0.323,2,4.1,0.493,0.492,0.9,0.9,0.941,0.1,1.3,1.5,3.3,0.3,0,0.9,0.7,5.7,16.2,0.8,0.4,1.2,0.111,@BenoUdrih1,BenoUdrih1
Tyler Ulis,\ulisty01,http://www.basketball-reference.com/players/u/ulisty01.html,PG,21,PHO,58,12,1015,17.5,2.8,6.8,0.416,0.3,1.2,0.239,2.5,5.6,0.452,0.436,0.7,1,0.754,0.3,1.2,1.5,3.5,0.8,0.1,1.2,1.2,6.6,12.3,0,0.4,0.4,0.019,@tulis3,tulis3
Jarrod Uthoff,\uthofja01,http://www.basketball-reference.com/players/u/uthofja01.html,PF,23,DAL,5,0,29,5.8,0.8,2.6,0.308,0,0.6,0,0.8,2,0.4,0.308,0,0,NA,0.6,0.4,1,0.4,0.2,0.2,0.2,0.6,1.6,6,-0.1,0,-0.1,-0.102,@Mr_Uthoff,Mr_Uthoff
Jonas Valanciunas,\valanjo01,http://www.basketball-reference.com/players/v/valanjo01.html,C,24,TOR,77,77,2001,26,4.9,8.8,0.56,0,0,NA,4.9,8.8,0.56,0.56,2.3,2.8,0.814,2.8,6.7,9.6,0.7,0.5,0.8,1.4,2.7,12.1,20.1,4.8,2.8,7.6,0.183,@JValanciunas,JValanciunas
Denzel Valentine,\valende01,http://www.basketball-reference.com/players/v/valende01.html,SG,23,CHI,53,0,930,17.5,1.8,5.2,0.355,1.3,3.8,0.35,0.5,1.4,0.368,0.482,0.3,0.3,0.778,0.2,2.5,2.7,1.1,0.5,0.1,0.9,1.5,5.3,7.5,-0.4,0.9,0.5,0.027,@denzelvalentine,denzelvalentine
Fred VanVleet,\vanvlfr01,http://www.basketball-reference.com/players/v/vanvlfr01.html,PG,22,TOR,35,0,272,7.8,1.1,3,0.356,0.3,0.8,0.393,0.7,2.2,0.342,0.409,0.5,0.6,0.85,0.1,1,1.1,0.8,0.5,0.1,0.4,0.9,2.9,10.6,-0.2,0.4,0.2,0.037,@FredVanVleet,FredVanVleet
Anderson Varejao,\varejan01,http://www.basketball-reference.com/players/v/varejan01.html,C,34,GSW,14,1,92,6.6,0.4,1,0.357,0,0,NA,0.4,1,0.357,0.357,0.6,0.8,0.727,0.9,1.1,1.9,0.7,0.2,0.2,0.6,1.1,1.3,9.4,0,0.1,0.2,0.096,@VAREJAOANDERSON,VAREJAOANDERSON
Greivis Vasquez,\vasqugr01,http://www.basketball-reference.com/players/v/vasqugr01.html,PG,30,BRK,3,0,39,13,0.7,2.7,0.25,0.3,1,0.333,0.3,1.7,0.2,0.313,0.7,1,0.667,0,0.7,0.7,1.7,0.3,0.3,0.3,2,2.3,4.1,0,0,0,-0.006,@greivisvasquez,greivisvasquez
Rashad Vaughn,\vaughra01,http://www.basketball-reference.com/players/v/vaughra01.html,SG,20,MIL,38,1,405,10.7,1.3,3.6,0.358,0.6,2,0.32,0.7,1.6,0.403,0.445,0.1,0.1,0.5,0.1,1.1,1.2,0.5,0.4,0.2,0.2,0.7,3.3,7.9,-0.4,0.4,0,0.002,@ShowtimeMr1,ShowtimeMr1
